gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos,province,provinceCode,district,districtCode,village,villageCode,street,streetCode
"{""latitude"":19.27959,""longitude"":105.72032}",,2644360991589356,Trường tiểu học A Thị trấn Hoàng Mai,,"P. Quỳnh Thiện, Thị xã Hoàng Mai, T. Nghệ An",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-238) 3 866 509,,,,0,[],Nghệ An,nghe-an,Thị xã Hoàng Mai,thi-xa-hoang-mai,Phường Quỳnh Thiện,phuong-quynh-thien,T. Nghệ An,t.-nghe-an
"{""latitude"":19.27959,""longitude"":105.72032}",,75487518589355,Trường tiểu học B Thị trấn Hoàng Mai,,"P. Quỳnh Thiện, Thị xã Hoàng Mai, T. Nghệ An",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-238) 3 664 274,,,,0,[],Nghệ An,nghe-an,Thị xã Hoàng Mai,thi-xa-hoang-mai,Phường Quỳnh Thiện,phuong-quynh-thien,T. Nghệ An,t.-nghe-an
"{""latitude"":21.190654,""longitude"":105.613862}",,3234692571017066,Trường tiểu học Trung Kiên,,"Xã Trung Kiên, H. Yên Lạc, T. Vĩnh Phúc",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Vĩnh Phúc,vinh-phuc,Huyện Yên Lạc,huyen-yen-lac,Xã Trung Kiên,xa-trung-kien,T. Vĩnh Phúc,t.-vinh-phuc
"{""latitude"":21.191344,""longitude"":105.614602}",,36502824631017038,Trường THCS Trung Kiên,,"Xã Trung Kiên, H. Yên Lạc, T. Vĩnh Phúc",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Vĩnh Phúc,vinh-phuc,Huyện Yên Lạc,huyen-yen-lac,Xã Trung Kiên,xa-trung-kien,T. Vĩnh Phúc,t.-vinh-phuc
"{""latitude"":20.2796999,""longitude"":105.677857}",,41948360761099018,Trường Tiểu học Cúc Phương,,"Xã Cúc Phương, H. Nho Quan, T. Ninh Bình",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-30) 3 848 025,,,,0,[],Ninh Bình,ninh-binh,Huyện Nho Quan,huyen-nho-quan,Xã Cúc Phương,xa-cuc-phuong,T. Ninh Bình,t.-ninh-binh
"{""latitude"":19.3682399,""longitude"":105.756642}",,32303597861040364,Trường Tiểu học Mai Lâm,,"Xã Mai Lâm, H. Tĩnh Gia, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Tĩnh Gia,huyen-tinh-gia,Xã Mai Lâm,xa-mai-lam,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":20.278701,""longitude"":105.743919}",,9986871481099019,Trường Tiểu học Văn Phương,,"Xã Văn Phương, H. Nho Quan, T. Ninh Bình",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Ninh Bình,ninh-binh,Huyện Nho Quan,huyen-nho-quan,Xã Văn Phương,xa-van-phuong,T. Ninh Bình,t.-ninh-binh
"{""latitude"":20.278701,""longitude"":105.743919}",,31659828831098989,Trường THCS Văn Phương,,"Xã Văn Phương, H. Nho Quan, T. Ninh Bình",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-30) 3 866 442,,,,0,[],Ninh Bình,ninh-binh,Huyện Nho Quan,huyen-nho-quan,Xã Văn Phương,xa-van-phuong,T. Ninh Bình,t.-ninh-binh
"{""latitude"":19.3675465,""longitude"":105.7765656}",,13790426211040338,Trường THCS Tĩnh Hải,,"Xã Tĩnh Hải, H. Tĩnh Gia, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-37) 3 862 076,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Tĩnh Gia,huyen-tinh-gia,Xã Tĩnh Hải,xa-tinh-hai,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":21.1910616667,""longitude"":106.077551389}",,1374250105252078,Trường mầm non Việt Đan,,"112, Suối Hoa, P. Vũ Ninh, Thành phố Bắc Ninh, T. Bắc Ninh",Giáo dục,0.0,,//poipic3.coccoc.com/80x80/poi/previews/20120809/p1_1344498603935230bf959d8c8877f2a14da0b9efae1dee.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20120809/p1_1344498603935230bf959d8c8877f2a14da0b9efae1dee.jpg,,(84-241) 3 822 164; (84-241) 3 571 189,,,,0,[],Bắc Ninh,bac-ninh,Thành phố Bắc Ninh,thanh-pho-bac-ninh,Phường Vũ Ninh,phuong-vu-ninh,Suối Hoa,suoi-hoa
"{""latitude"":20.2791804,""longitude"":106.2051484}",,1144019961361927,Trường THPT Lý Nhân Tông,,"Đường tỉnh 974, Xã Nam Thái, H. Nam Trực, T. Nam Định",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-350) 3 963 939,,http://facebook.com/thptlynhantong,http://thpt-lynhantong.namdinh.edu.vn/,0,[],Nam Định,nam-dinh,Huyện Nam Trực,huyen-nam-truc,Xã Nam Thái,xa-nam-thai,Đường tỉnh 974,duong-tinh-974
"{""latitude"":20.279426,""longitude"":104.745626}",,24069915971032887,Trường THCS Mường Mìn,,"Bản Chiềng, Xã Mường Mìn, H. Quan Sơn, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Quan Sơn,huyen-quan-son,Xã Mường Mìn,xa-muong-min,Bản Chiềng,ban-chieng
"{""latitude"":20.27845,""longitude"":104.752305}",,2098340711032905,Trường THPT Quan Sơn 2,,"Xã Mường Mìn, H. Quan Sơn, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Quan Sơn,huyen-quan-son,Xã Mường Mìn,xa-muong-min,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":22.102231,""longitude"":104.804301}",,8452028301016414,Trường THCS Liễu Đô,,"Xã Liễu Đô, H. Lục Yên, T. Yên Bái",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Yên Bái,yen-bai,Huyện Lục Yên,huyen-luc-yen,Xã Liễu Đô,xa-lieu-do,T. Yên Bái,t.-yen-bai
"{""latitude"":20.279296,""longitude"":104.962483}",,17032250241032892,Trường tiểu học Trung Thượng 1,,"Xã Trung Thượng, H. Quan Sơn, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-37) 3 591 066,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Quan Sơn,huyen-quan-son,Xã Trung Thượng,xa-trung-thuong,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":21.190151,""longitude"":105.130448}",,13624708791046797,Trường tiểu học Địch Quả,,"Xã Địch Quả, H. Thanh Sơn, T. Phú Thọ",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Phú Thọ,phu-tho,Huyện Thanh Sơn,huyen-thanh-son,Xã Địch Quả,xa-dich-qua,T. Phú Thọ,t.-phu-tho
"{""latitude"":22.102703,""longitude"":105.185677}",,24554513941035545,Trường THCS Hoà Phú,,"Xã Hòa Phú, H. Chiêm Hóa, T. Tuyên Quang",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-27) 3 852 122,,,,0,[],Tuyên Quang,tuyen-quang,Huyện Chiêm Hóa,huyen-chiem-hoa,Xã Hòa Phú,xa-hoa-phu,T. Tuyên Quang,t.-tuyen-quang
"{""latitude"":21.191039,""longitude"":105.293886}",,3029303871044943,Trường tiểu học Tân Phương,,"Xã Tân Phương, H. Thanh Thủy, T. Phú Thọ",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-210) 3 877 178,,,,0,[],Phú Thọ,phu-tho,Huyện Thanh Thủy,huyen-thanh-thuy,Xã Tân Phương,xa-tan-phuong,T. Phú Thọ,t.-phu-tho
"{""latitude"":21.190902,""longitude"":105.329892}",,877816265590574,Trường THCS Tòng Bạt,,"Xã Tòng Bạt, H. Ba Vì, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-4) 33 621 213,c2tongbat-bv@hanoiedu.vn,,,0,[],Hà Nội,ha-noi,Huyện Ba Vì,huyen-ba-vi,Xã Tòng Bạt,xa-tong-bat,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":21.191172,""longitude"":105.431107}",,4124882441590575,Trường THCS Tản Đà,,"Tt. Tây Đằng, H. Ba Vì, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-4) 33 863 319,c2tanda-bv@hanoiedu.vn,,,0,[],Hà Nội,ha-noi,Huyện Ba Vì,huyen-ba-vi,Thị trấn Tây Đằng,thi-tran-tay-dang,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":20.8256558333,""longitude"":105.351630833}",,1174963738492737,Trường trung cấp y tế Hòa Bình,,"195, Cù Chính Lan, P. Đồng Tiến, Thành phố Hòa Bình, T. Hòa Bình",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20121030/p1_1351565764747683dc6ecf0fcb63d206b24e07d0c63683.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20121030/p1_1351565764747683dc6ecf0fcb63d206b24e07d0c63683.jpg,,(84-218) 3 852 047,,,,0,[],Hòa Bình,hoa-binh,Thành phố Hòa Bình,thanh-pho-hoa-binh,Phường Đồng Tiến,phuong-dong-tien,Cù Chính Lan,cu-chinh-lan
"{""latitude"":20.82682037,""longitude"":106.66182709}",,3771109262793508,Trường trung cấp kỹ thuật nghiệp vụ Hải Phòng,,"159, Phương Khê, Q. Kiến An, Tp. Hải Phòng",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/20140613/1887-de1c81d098f1545b45eaac8d3b533aee.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140613/1887-de1c81d098f1545b45eaac8d3b533aee.jpg,,(84-31) 3 544 628,,,http://tpc.edu.vn/,0,[],Hải Phòng,hai-phong,Quận Kiến An,quan-kien-an,Lãm Khê,lam-khe,Phương Khê,phuong-khe
"{""latitude"":20.8263855,""longitude"":106.67573547}",,2750620768839458,Trường mầm non Vĩnh Niệm,,"Khúc Thừa Dụ 2, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20140703/2315-ff57eecbb7dca1390d70a66e27f29d72.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140703/2315-ff57eecbb7dca1390d70a66e27f29d72.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Undefined,undefined,Khúc Thừa Dụ 2,khuc-thua-du-2
"{""latitude"":20.82542801,""longitude"":106.68531799}",,3155053304840761,Mầm non Mặt Trời Nhỏ,,"694A, Thiên Lôi, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic1.coccoc.com/80x80/poi/previews/20140704/2340-e1ce25d10f33f684e9a5c7127c94d86f.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140704/2340-e1ce25d10f33f684e9a5c7127c94d86f.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Quán Sỏi,quan-soi,Thiên Lôi,thien-loi
"{""latitude"":20.82575798,""longitude"":106.68362427}",,857552716839988,Trường mầm non Vĩnh Niệm,,"Khu 4, Vĩnh Tiến, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/20140704/2317-154e54d0e367ed3545808892720a7d6a.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140704/2317-154e54d0e367ed3545808892720a7d6a.jpg,,(84-31) 3 738 979,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Undefined,undefined,Vĩnh Tiến,vinh-tien
"{""latitude"":20.82637978,""longitude"":106.68624878}",,4121333264840830,Mầm non Họa Mi,,"720A, Thiên Lôi, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic1.coccoc.com/80x80/poi/previews/20140704/2340-bb3d7b28cf51825582c6a8dc122e7a52.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140704/2340-bb3d7b28cf51825582c6a8dc122e7a52.jpg,,(84-97) 8 650 399,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Quán Sỏi,quan-soi,Thiên Lôi,thien-loi
"{""latitude"":20.825412,""longitude"":106.709505}",,3062845542589901,Trường tiểu học Cát Bi,,"425, Cát Bi, Q. Hải An, Tp. Hải Phòng",Giáo dục,4.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-31) 3  8977 181,th-catbi@haian.edu.vn,,,1,[],Hải Phòng,hai-phong,Quận Hải An,quan-hai-an,Thành Tô,thanh-to,Cát Bi,cat-bi
"{""latitude"":20.82634163,""longitude"":106.73356628}",,2365207251838324,Trường trung học phổ thông Hải An,,"Khu 7, Ngô Gia Tự, Q. Hải An, Tp. Hải Phòng",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20140703/2272-c3981b551048f5ca537bf4ffa0327bec.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20140703/2272-c3981b551048f5ca537bf4ffa0327bec.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Hải An,quan-hai-an,Lũng Đông,lung-dong,Ngô Gia Tự,ngo-gia-tu
"{""latitude"":20.096696,""longitude"":105.586968}",,1673965671035773,Trường Tiểu học Vĩnh Yên,,"Xã Vĩnh Yên, H. Vĩnh Lộc, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Vĩnh Lộc,huyen-vinh-loc,Xã Vĩnh Yên,xa-vinh-yen,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":20.825603,""longitude"":105.662899}",,3388568199587037,Trường tiểu học Trung Hòa,,"Xã Trần Phú, H. Chương Mỹ, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-4) 33 910 604,c1trunghoa-cg@hanoiedu.vn,,,0,[],Hà Nội,ha-noi,Huyện Chương Mỹ,huyen-chuong-my,Xã Trần Phú,xa-tran-phu,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":22.2838318,""longitude"":105.614383}",,23205172991369438,Trường tiểu học Tân Lập,,"Nà Cượn, Xã Tân Lập, H. Chợ Đồn, T. Bắc Kạn",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-163) 8 284 999,C1tanlap.pgdchodon@backan.edu.vn,,http://thtanlap.chodon.edu.vn/,0,[],Bắc Kạn,bac-kan,Huyện Chợ Đồn,huyen-cho-don,Xã Tân Lập,xa-tan-lap,Nà Cượn,na-cuon
"{""latitude"":20.825784,""longitude"":105.769951}",,350856078978631,Trường tiểu học Phương Trung 2,,"Xã Phương Trung, H. Thanh Oai, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Hà Nội,ha-noi,Huyện Thanh Oai,huyen-thanh-oai,Xã Phương Trung,xa-phuong-trung,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":21.556003,""longitude"":103.185436}",,760393242982510,Trường Tiểu học Mường Đăng,,"Bản Đắng, Xã Mường Đăng, H. Mường Ảng, T. Điện Biên",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Điện Biên,dien-bien,Huyện Mường Ảng,huyen-muong-ang,Xã Mường Đăng,xa-muong-dang,Bản Đắng,ban-dang
"{""latitude"":19.3682399,""longitude"":105.756642}",,32303597861040364,Trường Tiểu học Mai Lâm,,"Xã Mai Lâm, H. Tĩnh Gia, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Tĩnh Gia,huyen-tinh-gia,Xã Mai Lâm,xa-mai-lam,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":19.3675465,""longitude"":105.7765656}",,13790426211040338,Trường THCS Tĩnh Hải,,"Xã Tĩnh Hải, H. Tĩnh Gia, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-37) 3 862 076,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Tĩnh Gia,huyen-tinh-gia,Xã Tĩnh Hải,xa-tinh-hai,T. Thanh Hóa,t.-thanh-hoa
"{""latitude"":21.5545927778,""longitude"":105.833161944}",,1660824792524786,Trường trung học cơ sở Tân Lập,,"Thống Nhất, P. Tân Lập, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic6.coccoc.com/80x80/poi/previews/20121120/p1_13534053037459dbf66533781d1d8a3244806dd2655338.jpg,//poipic.coccoc.com/1000x750/poi/previews/20121120/p1_13534053037459dbf66533781d1d8a3244806dd2655338.jpg,,(84-280) 3 847 190,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Tân Lập,phuong-tan-lap,Thống Nhất,thong-nhat
"{""latitude"":21.5545572222,""longitude"":105.833662222}",,4212935385524785,Trường tiểu học Tân Lập,,"Thống Nhất, P. Tân Lập, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic4.coccoc.com/80x80/poi/previews/20121120/p1_13534053037042bb685699f5dc11f78de073a200817a58.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20121120/p1_13534053037042bb685699f5dc11f78de073a200817a58.jpg,,(84-280) 3 847 470,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Tân Lập,phuong-tan-lap,Thống Nhất,thong-nhat
"{""latitude"":20.826809,""longitude"":105.881148}",,7598005291035886,Trường THCS Thắng Lợi,,"Xã Thắng Lợi, H. Thường Tín, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Hà Nội,ha-noi,Huyện Thường Tín,huyen-thuong-tin,Xã Thắng Lợi,xa-thang-loi,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":20.0971155,""longitude"":106.097416}",,18281318931099089,Trường THCS Đồng Hướng,,"Xóm 12, Xã Đồng Hướng, H. Kim Sơn, T. Ninh Bình",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-30) 3 580 283,ks.thcsdonghuong@ninhbinh.edu.vn,,,0,[],Ninh Bình,ninh-binh,Huyện Kim Sơn,huyen-kim-son,Xã Đồng Hướng,xa-dong-huong,Xóm 12,xom-12
"{""latitude"":20.826974,""longitude"":105.3416}",,411128536568382,Sở giáo dục và đào tạo Hòa Bình,,"Lý Nam Đế, P. Tân Thịnh, Thành phố Hòa Bình, T. Hòa Bình",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,http://hoabinh.edu.vn/,0,[],Hòa Bình,hoa-binh,Thành phố Hòa Bình,thanh-pho-hoa-binh,Phường Tân Thịnh,phuong-tan-thinh,Lý Nam Đế,ly-nam-de
"{""latitude"":20.82736588,""longitude"":106.68216705}",,2121217089839853,Mầm non Hoa Mai,,"624, Thiên Lôi, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic1.coccoc.com/80x80/poi/previews/20140704/2317-3588de1378d161f5d290a7ac01bb1125.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140704/2317-3588de1378d161f5d290a7ac01bb1125.jpg,,(84-165) 2 542 848,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Undefined,undefined,Thiên Lôi,thien-loi
"{""latitude"":20.82829475,""longitude"":106.68096924}",,2494915239839727,Mầm non Cathy,,"588, Thiên Lôi, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20140704/2317-4783a8831315eac63ec7220ddb5d6d79.jpg,//poipic.coccoc.com/1000x750/poi/previews/20140704/2317-4783a8831315eac63ec7220ddb5d6d79.jpg,,(84-91) 3 501 975,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Undefined,undefined,Thiên Lôi,thien-loi
"{""latitude"":20.82791138,""longitude"":106.67935181}",,1319923873839595,Trường trung học cơ sở Vĩnh Niệm,,"29 ngõ 560, Thiên Lôi, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic5.coccoc.com/80x80/poi/previews/20140703/2317-b09250b17012e42f1a7c0e9eca28751b.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140703/2317-b09250b17012e42f1a7c0e9eca28751b.jpg,,,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Undefined,undefined,Thiên Lôi,thien-loi
"{""latitude"":20.8269641667,""longitude"":106.682731667}",,1998335460183077,Trường mầm non Tuổi Thơ,,"611, Thiên Lôi, Q. Lê Chân, Tp. Hải Phòng",Giáo dục,0.0,,//poipic2.coccoc.com/80x80/poi/previews/20120723/p1_134302632367872e6ca7a51f6bee7b3c010e96c76fc86f.jpg,//poipic.coccoc.com/1000x750/poi/previews/20120723/p1_134302632367872e6ca7a51f6bee7b3c010e96c76fc86f.jpg,,(84-125) 8 987 615,,,,0,[],Hải Phòng,hai-phong,Quận Lê Chân,quan-le-chan,Quán Sỏi,quan-soi,Thiên Lôi,thien-loi
"{""latitude"":20.827508,""longitude"":106.704154}",,4007913895589903,Trường cao đẳng công nghệ Viettronics,,"118, Cát Bi, Q. Hải An, Tp. Hải Phòng",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-31) 3 726 972,vanphong@viettronics.edu.vn,,,0,[],Hải Phòng,hai-phong,Quận Hải An,quan-hai-an,Thành Tô,thanh-to,Cát Bi,cat-bi
"{""latitude"":20.82748222,""longitude"":106.73774719}",,263016214838185,Mầm non tư thục Hoa Hồng,,"59, Đông Phong, Q. Hải An, Tp. Hải Phòng",Giáo dục,0.0,,//poipic6.coccoc.com/80x80/poi/previews/20140703/2269-b6cb840c7b82534c9fb9847d750496be.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140703/2269-b6cb840c7b82534c9fb9847d750496be.jpg,,(84-31) 3 976 663,,,,0,[],Hải Phòng,hai-phong,Quận Hải An,quan-hai-an,Lương Khê 1,luong-khe-1,Đông Phong,dong-phong
"{""latitude"":21.556736,""longitude"":105.623663}",,9170773541036879,Trường tiểu học Văn Yên,,"Xã Văn Yên, H. Đại Từ, T. Thái Nguyên",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-280) 3 726 141,,,,0,[],Thái Nguyên,thai-nguyen,Huyện Đại Từ,huyen-dai-tu,Xã Văn Yên,xa-van-yen,T. Thái Nguyên,t.-thai-nguyen
"{""latitude"":20.098113,""longitude"":105.807373}",,23012672961035486,Trường tiểu học Hà Long 2,,"Thôn Đồng Toàn, Xã Hà Long, H. Hà Trung, T. Thanh Hóa",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-37) 3 626 021,,,,0,[],Thanh Hóa,thanh-hoa,Huyện Hà Trung,huyen-ha-trung,Xã Hà Long,xa-ha-long,Thôn Đồng Toàn,thon-dong-toan
"{""latitude"":20.828045,""longitude"":105.760719}",,380537312978622,Trường tiểu học Phương Trung 1,,"Xã Phương Trung, H. Thanh Oai, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,,,,,0,[],Hà Nội,ha-noi,Huyện Thanh Oai,huyen-thanh-oai,Xã Phương Trung,xa-phuong-trung,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":20.827004,""longitude"":105.769994}",,1354535244594260,Trường THCS Phương Trung,,"Xã Phương Trung, H. Thanh Oai, Tp. Hà Nội",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1.0,(84-4) 33 873 689,c2phuongtrung-to@hanoiedu.vn,,,0,[],Hà Nội,ha-noi,Huyện Thanh Oai,huyen-thanh-oai,Xã Phương Trung,xa-phuong-trung,Tp. Hà Nội,tp.-ha-noi
"{""latitude"":21.5567813889,""longitude"":105.844031667}",,586691009521657,Trường mầm non Hoa Sen,,"Tổ 6, P. Phú Xá, Thành phố Thái Nguyên, T. Thái Nguyên",Giáo dục,0.0,,//poipic.coccoc.com/80x80/poi/previews/20121119/p1_13532937659793ef4f34488637f504e4ede57790cd0920.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20121119/p1_13532937659793ef4f34488637f504e4ede57790cd0920.jpg,,(84-280) 3 847 466,,,,0,[],Thái Nguyên,thai-nguyen,Thành phố Thái Nguyên,thanh-pho-thai-nguyen,Phường Phú Xá,phuong-phu-xa,Tổ 6,to-6
