serial,province,provinceID,district,districtID,pro_districtID,village,villageID,dis_villageID
,,,Huyện Gio Linh,40907,409,Xã Yên Trung,1013543,10135
,,,Huyện Cam Lộ,40909,409,Xã Tiến Xuân,1013545,10135
,,,Huyện Triệu Phong,40911,409,Xã Di Trạch,1013701,10137
,,,Huyện Hải Lăng,40913,409,Xã Song Phương,1013703,10137
,,,Huyện Hướng Hoá,40915,409,Xã Dương Liễu,1013705,10137
,,,Huyện Đa Krông,40917,409,Xã Kim Chung ,1013707,10137
,,,Huyện Đảo Cồn Cỏ,40919,409,Xã Đắc Sở,1013709,10137
,,,Thành phố Huế,41101,411,Xã An Khánh,1013711,10137
,,,Huyện Phong ĐIền,41103,411,Xã Đông La,1013713,10137
,,,Huyện Quảng ĐIền,41105,411,Thị trấn Trạm Trôi,1013715,10137
,,,Thị Xã Hương Trà,41107,411,Xã Đức Thượng,1013717,10137
,,,Huyện Phú Vang,41109,411,Xã Minh Khai ,1013719,10137
,,,Thị xã  Hương Thuỷ,41111,411,Xã Đức Giang,1013721,10137
,,,Huyện Phú Lộc,41113,411,Xã Cát Quế,1013723,10137
,,,Huyện A Lưới,41115,411,Xã Yên Sở,1013725,10137
,,,Huyện Nam Đông,41117,411,Xã Sơn Đồng,1013727,10137
,,,Quận Hải Châu,50101,501,Xã Vân Canh,1013729,10137
,,,Quận Thanh Khê,50103,501,Xã Lại Yên,1013731,10137
,,,Quận Sơn Trà,50105,501,Xã Tiền Yên,1013733,10137
,,,Quận Ngũ Hành Sơn,50107,501,Xã An Thượng,1013735,10137
,,,Quận Liên Chiểu,50109,501,Xã Vân Côn,1013737,10137
,,,Huyện Hoà Vang,50111,501,Xã La Phù,1013739,10137
,,,Huyện Đảo Hoàng Sa,50113,501,Xã Ngọc Liệp,1013901,10139
,,,Quận cẩm lệ,50115,501,Xã Đại Thành,1013903,10139
,,,Thành phố Tam Kỳ,50301,503,Xã Phượng Cách,1013905,10139
,,,Huyện Phú Ninh,50302,503,Xã Thạch Thán,1013907,10139
,,,Thành phố Hội An,50303,503,Xã Nghĩa Hương,1013909,10139
,,,Huyện Tây Giang,50304,503,Xã Phú Mãn,1013911,10139
,,,Huyện Đông Giang,50305,503,Xã Đông Yên,1013913,10139
,,,Huyện Đại Lộc,50307,503,Thị trấn Quốc Oai,1013915,10139
,,,Thị Xã Điện Bàn,50309,503,Xã Sài Sơn,1013917,10139
,,,Huyện Duy Xuyên,50311,503,Xã Yên Sơn,1013919,10139
,,,Huyện Nam Giang,50313,503,Xã Ngọc Mỹ,1013921,10139
,,,Huyện Thăng Bình,50315,503,Xã Liệp Tuyết,1013923,10139
,,,Huyện Quế Sơn,50317,503,Xã Đồng Quang,1013925,10139
,,,Huyện Nông Sơn,50318,503,Xã Phú Cát,1013927,10139
,,,Huyện Hiệp Đức,50319,503,Xã Tuyết Nghĩa,1013929,10139
,,,Huyện Tiên Phước,50321,503,Xã Cộng Hòa,1013931,10139
,,,Huyện Phước Sơn,50323,503,Xã Tân Phú,1013933,10139
,,,Huyện Núi Thành,50325,503,Xã Cấn Hữu,1013935,10139
,,,Huyện Bắc Trà My,50327,503,Xã Tân Hòa,1013937,10139
,,,Huyện Nam Trà My,50329,503,Xã Hòa Thạch,1013939,10139
,,,Thành phố Quảng Ngãi,50501,505,Xã Đông Xuân ,1013941,10139
,,,Huyện Lý Sơn,50503,505,Xã Mỹ Hưng,1014101,10141
,,,Huyện Bình Sơn,50505,505,Xã Thanh Mai,1014103,10141
,,,Huyện Trà Bồng,50507,505,Xã Cao Dương,1014105,10141
,,,Huyện Tây Trà,50508,505,Xã Cự Khê,1014107,10141
,,,Huyện Sơn Tịnh,50509,505,Xã Kim An,1014109,10141
,,,Huyện Sơn Tây,50511,505,Xã Tân Ước,1014111,10141
,,,Huyện SƠn Hà,50513,505,Xã Xuân Dương,1014113,10141
,,,Huyện Tư Nghĩa,50515,505,Xã Cao Viên,1014115,10141
,,,Huyện NGhĩa Hành,50517,505,Xã Bình Minh,1014117,10141
,,,Huyện MInh Long,50519,505,Xã Tam Hưng,1014119,10141
,,,Huyện Mộ Đức,50521,505,Xã Thanh Cao,1014121,10141
,,,Thị xã Đức Phổ,50523,505,Xã Thanh Thùy,1014123,10141
,,,Huyện Ba Tơ,50525,505,Xã Thanh Văn,1014125,10141
,,,Thành phố Quy Nhơn,50701,507,Xã Đỗ Động,1014127,10141
,,,Huyện An Lão ,50703,507,Xã Kim Thư,1014129,10141
,,,Thị xã Hoài Nhơn,50705,507,Xã Phương Trung,1014131,10141
,,,Huyện Hoài Ân,50707,507,Xã Dân Hòa,1014133,10141
,,,Huyện Phù Mỹ,50709,507,Xã Liên Châu,1014135,10141
,,,Huyện Vĩnh Thạnh,50711,507,Xã Hồng Dương,1014137,10141
,,,Huyện Phù Cát,50713,507,Thị trấn Kim Bài,1014139,10141
,,,Huyện Tây Sơn,50715,507,Xã Bích Hòa,1014141,10141
,,,Thị xã An Nhơn,50717,507,Xã Hồng Vân,1014301,10143
,,,Huyện Tuy Phước,50719,507,Xã Quất Động,1014303,10143
,,,Huyện Vân Canh,50721,507,Xã Vạn Điểm,1014305,10143
,,,Thành phố Tuy Hoà,50901,509,Xã Nhị Khê,1014307,10143
,,,Huyện Đồng Xuân,50903,509,Xã Văn Bình,1014309,10143
,,,Thị xã Sông Cầu,50905,509,Xã Liên Phương,1014311,10143
,,,Huyện Tuy An,50907,509,Xã Hà Hồi,1014313,10143
,,,Huyện Sơn Hoà,50909,509,Xã Chương Dương,1014315,10143
,,,Thị xã Đông Hòa,50911,509,Xã Dũng Tiến,1014317,10143
,,,Huyện  Tây  Hoà,50912,509,Xã Văn Tự,1014319,10143
,,,Huyện Sông Hinh,50913,509,Thị trấn Thường Tín,1014321,10143
,,,Huyện Phú Hoà,50915,509,Xã Ninh Sở,1014323,10143
,,,Thành phố Nha Trang,51101,511,Xã Duyên Thái,1014325,10143
,,,Huyện Vạn Ninh,51103,511,Xã Khánh Hà,1014327,10143
,,,Thị xã Ninh Hoà,51105,511,Xã Hòa Bình,1014329,10143
,,,Huyện Diên Khánh,51107,511,Xã Hiền Giang,1014331,10143
,,,Thành phố Cam Ranh,51109,511,Xã Vân Tảo,1014333,10143
,,,Huyện KHánh Vĩnh,51111,511,Xã Văn Phú,1014335,10143
,,,Huyện Khánh Sơn,51113,511,Xã Tự Nhiên,1014337,10143
,,,Huyện Trường Sa,51115,511,Xã Tiền Phong ,1014339,10143
,,,Huyện Cam Lâm,51117,511,Xã Thư Phú,1014341,10143
,,,Thành phố Kon Tum,60101,601,Xã Nguyễn Trãi,1014343,10143
,,,Huyện Đắk Glei,60103,601,Xã Tân Minh ,1014345,10143
,,,Huyện Ngọc Hồi,60105,601,Xã Lê Lợi,1014347,10143
,,,Huyện Đắk Tô,60107,601,Xã Thắng Lợi,1014349,10143
,,,Huyện Kon Rẫy,60108,601,Xã Thống Nhất,1014351,10143
,,,Huyện Kon Plông,60109,601,Xã Nghiêm Xuyên,1014353,10143
,,,Huyện Đák Hà,60111,601,Xã Tô Hiệu,1014355,10143
,,,Huyện Sa Thầy,60113,601,Xã Minh Cường,1014357,10143
,,,Huyện Ia H'Drai,60114,601,Thị trấn Đại Nghĩa,1014501,10145
,,,Huyện  Tu Mơ Rông,60115,601,Xã An Tiến,1014503,10145
,,,Thành phố Pleiku,60301,603,Xã Phúc Lâm,1014505,10145
,,,Huyện Kbang,60303,603,Xã An Mỹ,1014507,10145
,,,Huyện Mang Yang,60305,603,Xã Xuy Xá,1014509,10145
,,,Huyện Chư Păh,60307,603,Xã Phù Lưu Tế,1014511,10145
,,,Huyện Ia Grai,60309,603,Xã Đại Hưng,1014513,10145
,,,Thị xã An Khê,60311,603,Xã Vạn Kim,1014515,10145
,,,Huyện Kông Chro,60313,603,Xã Đốc Tín,1014517,10145
,,,Huyện Đức Cơ,60315,603,Xã Hương Sơn,1014519,10145
,,,Huyện Chư Prông,60317,603,Xã Hùng Tiến,1014521,10145
,,,Huyện Chư Sê,60319,603,Xã Hợp Tiến,1014523,10145
,,,Huyện IaPa,60320,603,Xã Hợp Thanh,1014525,10145
,,,Thị xã Ayun Pa,60321,603,Xã An Phú,1014527,10145
,,,Huyện Krông Pa,60323,603,Xã Phùng Xá ,1014529,10145
,,,Huyện Đak Đoa,60325,603,Xã Đồng Tâm,1014531,10145
,,,Huyện ĐakPơ,60327,603,Xã Thượng Lâm,1014533,10145
,,,Huyện Phú Thiện,60329,603,Xã Tuy Lai,1014535,10145
,,,Huyện Chư Pưh,60331,603,Xã Mỹ Thành,1014537,10145
,,,Thành phố Buôn Ma Thuột,60501,605,Xã Bột Xuyên,1014539,10145
,,,Huyện Ea H'leo,60503,605,Xã Hồng Sơn,1014541,10145
,,,Huyện Ea Súp,60505,605,Xã Lê Thanh,1014543,10145
,,,Huyện Krông Năng,60507,605,Xã Đông Lỗ,1014701,10147
,,,Thị xã Buôn Hồ,60509,605,Xã Hòa Xá,1014703,10147
,,,Huyện Buôn Đôn,60511,605,Xã Sơn Công,1014705,10147
,,,Huyện Cư M'gar,60513,605,Xã Viên An,1014707,10147
,,,Huyện Ea Kar,60515,605,Xã Trường Thịnh,1014709,10147
,,,Huyện M'ĐrắK,60517,605,Xã Đồng Tiến,1014711,10147
,,,Huyện Krông Pắk,60519,605,Xã Tảo Dương Văn,1014713,10147
,,,Huyện Krông A Na,60523,605,Xã Trầm Lộng,1014715,10147
,,,Huyện Krông Bông,60525,605,Xã Lưu Hoàng,1014717,10147
,,,Huyện Lắk,60531,605,Thị trấn Vân Đình,1014719,10147
,,,Huyện Cư Kuin,60537,605,Xã Viên Nội,1014721,10147
,,,Huyện Krông Búk,60539,605,Xã Hoa Sơn,1014723,10147
,,,Huyện Cư Jút,60603,606,Xã Quảng Phú Cầu,1014725,10147
,,,Huyện Krông Nô,60605,606,Xã Cao Thành,1014727,10147
,,,Huyện Đắk Mil,60607,606,Xã Liên Bạt,1014729,10147
,,,Huyện Đắk Song,60609,606,Xã Phương Tú,1014731,10147
,,,Huyện Đắk R'Lấp,60611,606,Xã Trung Tú,1014733,10147
,,,Thành phố Gia Nghĩa,60613,606,Xã Đồng Tân,1014735,10147
,,,Huyện Đắk Glong,60615,606,Xã Vạn Thái,1014737,10147
,,,Huyện Tuy Đức,60617,606,Xã Minh Đức,1014739,10147
,,,Quận 1,70101,701,Xã Hòa Lâm,1014741,10147
,,,Quận 2,70103,701,Xã Kim Đường,1014743,10147
,,,Quận 3,70105,701,Xã Hòa Nam,1014745,10147
,,,Quận 4,70107,701,Xã Hòa Phú,1014747,10147
,,,Quận 5,70109,701,Xã Đội Bình,1014749,10147
,,,Quận 6,70111,701,Xã Đại Hùng,1014751,10147
,,,Quận 7,70113,701,Xã Phù Lưu,1014753,10147
,,,Quận 8,70115,701,Xã Đại Cường,1014755,10147
,,,Quận 9,70117,701,Xã Hồng Quang,1014757,10147
,,,Quận 10,70119,701,Xã Phú Túc,1014901,10149
,,,Quận 11,70121,701,Xã Khai Thái,1014903,10149
,,,Quận 12,70123,701,Xã Minh Tân,1014905,10149
,,,Quận Gò Vấp,70125,701,Xã Nam Phong,1014907,10149
,,,Quận Tân Bình,70127,701,Xã Chuyên Mỹ,1014909,10149
,,,Quận Tân phú,70128,701,Xã Tri Thủy,1014911,10149
,,,Quận Bình Thạnh,70129,701,Xã Quang Lãng,1014913,10149
,,,Quận Phú Nhuận,70131,701,Xã Văn Hoàng,1014915,10149
,,,Quận Thủ Đức,70133,701,Thị trấn Phú Xuyên,1014917,10149
,,,Quận Bình Tân,70134,701,Xã Thụy Phú,1014919,10149
,,,Huyện Củ Chi,70135,701,Thị trấn Phú Minh,1014921,10149
,,,Huyện Hóc Môn,70137,701,Xã Hồng Minh,1014923,10149
,,,Huyện Bình Chánh,70139,701,Xã Phượng Dực,1014925,10149
,,,Huyện Nhà Bè,70141,701,Xã Văn Nhân,1014927,10149
,,,Huyện Cần Giờ,70143,701,Xã Tri Trung,1014929,10149
,,,Thành phố Đà Lạt,70301,703,Xã Đại Thắng,1014931,10149
,,,Thành phố Bảo Lộc,70303,703,Xã Hồng Thái,1014933,10149
,,,Huyện Lạc Dương,70305,703,Xã Hoàng Long,1014935,10149
,,,Huyện Đơn Dương,70307,703,Xã Quang Trung,1014937,10149
,,,Huyện Đức Trọng,70309,703,Xã Nam Triều,1014939,10149
,,,Huyện Lâm Hà,70311,703,Xã Tân Dân ,1014941,10149
,,,Huyện Bảo Lâm ,70313,703,Xã Sơn Hà,1014943,10149
,,,Huyện Di Linh,70315,703,Xã Phúc Tiến,1014945,10149
,,,Huyện Đạ Huoai,70317,703,Xã Vân Từ,1014947,10149
,,,Huyện Đạ Tẻh,70319,703,Xã Đại Xuyên,1014949,10149
,,,Huyện Cát Tiên,70321,703,Xã Phú Yên,1014951,10149
,,,Huyện Đam Rông,70323,703,Xã Bạch Hạ,1014953,10149
,,,Thành phố Phan Rang-Tháp Chàm,70501,705,Xã Châu Can,1014955,10149
,,,Huyện Ninh Sơn,70503,705,Xã Nam Tiến   ,1014957,10149
,,,Huyện Ninh Hải,70505,705,Xã Phú Cường ,1015101,10151
,,,Huyện Ninh Phước,70507,705,Xã Cổ Đô,1015103,10151
,,,Huyện Bác ái,70509,705,Xã Tản Hồng,1015105,10151
,,,Huyện Thuận Bắc,70511,705,Xã Châu Sơn,1015107,10151
,,,Huyện Thuận Nam,70513,705,Xã Phong Vân,1015109,10151
,,,Huyện Đồng Phú,70701,707,Xã Phú Đông,1015111,10151
,,,Thị xã  Phước Long,70703,707,Xã Phú Châu,1015113,10151
,,,Huyện Lộc Ninh,70705,707,Xã Thái Hòa,1015115,10151
,,,Huyện Bù Đốp,70706,707,Xã Đồng Thái,1015117,10151
,,,Huyện Bù Đăng,70707,707,Xã Minh Châu,1015119,10151
,,,Thị xã  Bình Long,70709,707,Xã Chu Minh,1015121,10151
,,,Huyện Chơn Thành,70710,707,Xã Cẩm Lĩnh,1015123,10151
,,,Thành phố Đồng Xoài,70711,707,Xã Sơn Đà,1015125,10151
,,,Huyện Hớn Quản,70713,707,Xã Đông Quang,1015127,10151
,,,Huyện Bù Gia Mập,70715,707,Xã Thụy An,1015129,10151
,,,Huyện Phú Riềng,70716,707,Xã Cam Thượng,1015131,10151
,,,Thành phố Tây Ninh,70901,709,Xã Thuần Mỹ,1015133,10151
,,,Huyện Tân Biên,70903,709,Xã Ba Trại,1015135,10151
,,,Huyện Tân Châu,70905,709,Xã Minh Quang,1015137,10151
,,,Huyện Dương Minh Châu,70907,709,Xã Ba Vì,1015139,10151
,,,Huyện Châu Thành,70909,709,Xã Khánh Thượng,1015141,10151
,,,Thị xã Hoà Thành,70911,709,Xã Vật Lại,1015145,10151
,,,Huyện Bến Cầu,70913,709,Xã Yên Bài,1015147,10151
,,,Huyện Gò Dầu,70915,709,Thị trấn Tây Đằng,1015149,10151
,,,Thị xã Trảng Bàng,70917,709,Xã Vạn Thắng,1015151,10151
,,,Thành phố Thủ Dầu Một,71101,711,Xã Phú Phương,1015153,10151
,,,Thị Xã  Bến Cát,71103,711,Xã Phú Sơn,1015155,10151
,,,Thị xã Tân Uyên,71105,711,Xã Tòng Bạt,1015157,10151
,,,Thành phố Thuận An,71107,711,Xã Tiên Phong,1015159,10151
,,,Thành phố  Dĩ An,71109,711,Xã Tản Lĩnh,1015161,10151
,,,Huyện Phú Giáo,71111,711,Xã Vân Hòa,1015163,10151
,,,Huyện Dầu tiếng,71113,711,Xã Tiên Phương,1015301,10153
,,,Huyện Bàu Bàng,71115,711,Xã Đại Yên,1015303,10153
,,,Huyện Bắc Tân Uyên,71117,711,Xã Quảng Bị,1015305,10153
,,,Thành phố Biên Hoà,71301,713,Xã Phú Nam An,1015307,10153
,,,Thành phố Long khánh,71302,713,Xã Phụng Châu,1015309,10153
,,,Huyện Tân Phú,71303,713,Xã Phú Nghĩa,1015311,10153
,,,Huyện Định Quán,71305,713,Xã Thủy Xuân Tiên,1015313,10153
,,,Huyện Vĩnh Cửu,71307,713,Xã Tốt Động,1015315,10153
,,,Huyện Trảng Bom,71308,713,Xã Hợp Đồng,1015317,10153
,,,Huyện Thống Nhất,71309,713,Xã Hữu Văn,1015319,10153
,,,Huyện Cẩm Mỹ,71311,713,Xã Hồng Phong,1015321,10153
,,,Huyện Xuân Lộc,71313,713,Xã Đồng Lạc,1015323,10153
,,,Huyện Long Thành,71315,713,Thị trấn Chúc Sơn,1015325,10153
,,,Huyện Nhơn Trạch,71317,713,Thị trấn Xuân Mai,1015327,10153
,,,Thành phố  Phan Thiết,71501,715,Xã Đông Sơn,1015329,10153
,,,Huyện Tuy Phong,71503,715,Xã Đông Phương Yên,1015331,10153
,,,Huyện Bắc Bình,71505,715,Xã Trường Yên,1015335,10153
,,,Huyện Hàm Thuận Bắc,71507,715,Xã Ngọc Hòa,1015337,10153
,,,Huyện Hàm Thuận Nam,71509,715,Xã Thanh Bình,1015339,10153
,,,Huyện Tánh Linh,71511,715,Xã Trung Hòa,1015341,10153
,,,Thị xã La Gi,71513,715,Xã Thụy Hương,1015343,10153
,,,Huyện Hàm Tân,71514,715,Xã Lam Điền,1015345,10153
,,,Huyện Đức Linh,71515,715,Xã Tân Tiến,1015347,10153
,,,Huyện Phú Quý,71517,715,Xã Nam Phương Tiến,1015349,10153
,,,Thành phố Vũng Tàu,71701,717,Xã Hoàng Văn Thụ,1015351,10153
,,,Thành Phố Bà Rịa,71703,717,Xã Hoàng Diệu,1015353,10153
,,,Huyện Châu Đức,71705,717,Xã Mỹ Lương,1015355,10153
,,,Huyện Xuyên Mộc,71707,717,Xã Thượng Vực,1015357,10153
,,,Thị Xã Phú Mỹ,71709,717,Xã Đồng Phú,1015359,10153
,,,Huyện Long Điền,71711,717,Xã Trần Phú,1015361,10153
,,,Huyện Đất đỏ,71712,717,Xã Văn Võ,1015363,10153
,,,Huyện Côn Đảo,71713,717,Xã Hòa Chính,1015365,10153
,,,Thành phố Tân An,80101,801,Phường Xuân Phương,1015501,10155
,,,Huyện Tân Hưng,80103,801,Phường Phương Canh,1015503,10155
,,,Huyện Vĩnh Hưng,80105,801,Phường Tây Mỗ,1015505,10155
,,,Huyện Mộc Hoá,80107,801,Phường Đại Mỗ,1015507,10155
,,,Huyện Tân Thạnh,80109,801,Phường Cầu Diễn,1015509,10155
,,,Huyện Thạnh Hoá,80111,801,Phường Mỹ Đình 1,1015511,10155
,,,Huyện Đức Huệ,80113,801,Phường Mỹ Đình 2,1015513,10155
,,,Huyện Đức Hoà,80115,801,Phường Mễ Trì,1015515,10155
,,,Huyện Bến Lức,80117,801,Phường Phú Đô,1015517,10155
,,,Huyện Thủ Thừa,80119,801,Phường Trung Văn,1015519,10155
,,,Huyện Châu Thành ,80121,801,Phường Xuân Đỉnh,1015701,10157
,,,Huyện Tân Trụ,80123,801,Phường Xuân Tảo,1015703,10157
,,,Huyện Cần Đước,80125,801,Phường Đông Ngạc,1015705,10157
,,,Huyện Cần Giuộc,80127,801,Phường Đức Thắng,1015707,10157
,,,Thị xã Kiến Tường,80129,801,Phường Thụy Phương,1015709,10157
,,,Thành phố Cao Lãnh,80301,803,Phường Cổ Nhuế 1,1015711,10157
,,,Thị xã Sa Đéc,80303,803,Phường Cổ Nhuế 2,1015713,10157
,,,Huyện Tân Hồng,80305,803,Phường Liên Mạc,1015715,10157
,,,Huyện Hồng Ngự,80307,803,Phường Thượng Cát,1015717,10157
,,,Huyện Tam Nông ,80309,803,Phường Tây Tựu,1015719,10157
,,,Huyện Thanh Bình,80311,803,Phường Minh Khai ,1015721,10157
,,,Huyện Tháp mười,80313,803,Phường Phú Diễn,1015723,10157
,,,Huyện Cao Lãnh,80315,803,Phường Phúc Diễn,1015725,10157
,,,Huyện Lấp Vò,80317,803,Phường Hạ Lý,1030101,10301
,,,Huyện Lai Vung,80319,803,Phường Sở Dầu,1030103,10301
,,,Huyện Châu Thành  ,80321,803,Phường Trại Chuối,1030105,10301
,,,Thị xã Hồng Ngự,80323,803,Phường Quán Toan,1030107,10301
,,,Thành phố Long Xuyên,80501,805,Phường Hùng Vương,1030109,10301
,,,Thành phố Châu Đốc,80503,805,Phường Thượng Lý,1030111,10301
,,,Huyện An Phú,80505,805,Phường Minh Khai  ,1030113,10301
,,,Thị xã Tân Châu,80507,805,Phường Quang Trung,1030115,10301
,,,Huyện Phú Tân,80509,805,Phường Hoàng Văn Thụ ,1030117,10301
,,,Huyện Châu Phú,80511,805,Phường Phan Bội Châu,1030119,10301
,,,Huyện Tịnh Biên,80513,805,Phường Phạm Hồng Thái,1030121,10301
,,,Huyện Tri Tôn,80515,805,Phường Cầu Tre,1030301,10303
,,,Huyện Chợ Mới ,80517,805,Phường Máy Chai,1030303,10303
,,,Huyện Châu Thành   ,80519,805,Phường Lạc Viên,1030305,10303
,,,Huyện Thoại Sơn,80521,805,Phường Cầu Đất,1030307,10303
,,,Thành phố Mỹ Tho,80701,807,Phường Máy Tơ,1030309,10303
,,,Thị xã Gò Công,80703,807,Phường Vạn Mỹ,1030311,10303
,,,Huyện Tân Phước,80705,807,Phường Lương Khánh Thiện,1030313,10303
,,,Huyện Châu Thành    ,80707,807,Phường Gia Viên,1030315,10303
,,,Huyện Cai Lậy,80709,807,Phường Đông Khê,1030317,10303
,,,Huyện Chợ Gạo,80711,807,Phường Lê Lợi ,1030319,10303
,,,Huyện Cái Bè,80713,807,Phường Đằng Giang,1030321,10303
,,,Huyện Gò Công Tây,80715,807,Phường Lạch Tray,1030323,10303
,,,Huyện Gò Công Đông,80717,807,Phường Đổng Quốc Bình,1030325,10303
,,,Huyện Tân Phú Đông,80719,807,Phường Đằng Lâm,1030403,10304
,,,Thị Xã Cai Lậy,80721,807,Phường Đằng Hải,1030405,10304
,,,Thành phố  Vĩnh Long,80901,809,Phường Nam Hải,1030407,10304
,,,Huyện Long Hồ,80903,809,Phường Cát Bi,1030409,10304
,,,Huyện Mang Thít,80905,809,Phường Tràng Cát,1030411,10304
,,,Thị xã Bình Minh,80907,809,Phường Đông Hải 1,1030413,10304
,,,Huyện Bình Tân,80908,809,Phường Đông Hải 2,1030415,10304
,,,Huyện Tam Bình,80909,809,Phường Thành Tô,1030417,10304
,,,Huyện Trà Ôn,80911,809,Phường An Biên,1030501,10305
,,,Huyện Vũng Liêm,80913,809,Phường Nghĩa Xá,1030503,10305
,,,Thành phố Bến Tre,81101,811,Phường Cát Dài,1030505,10305
,,,Huyện Châu Thành     ,81103,811,Phường Trần Nguyên Hãn,1030507,10305
,,,Huyện Chợ Lách,81105,811,Phường Đông Hải,1030509,10305
,,,Huyện Mỏ Cày Nam,81107,811,Phường Dư Hàng Kênh,1030511,10305
,,,Huyện Mỏ Cày Bắc,81108,811,Phường Vĩnh Niệm,1030513,10305
,,,Huyện Giồng Trôm,81109,811,Phường Lam Sơn,1030515,10305
,,,Huyện Bình Đại,81111,811,Phường An Dương,1030517,10305
,,,Huyện Ba Tri,81113,811,Phường Hồ Nam,1030519,10305
,,,Huyện Thạnh Phú,81115,811,Phường Trại Cau,1030521,10305
,,,Thành phố Rạch Giá,81301,813,Phường Dư Hàng,1030523,10305
,,,Huyện Kiên Lương,81303,813,Phường Hàng Kênh,1030525,10305
,,,Huyện Giang Thành,81304,813,Phường Niệm Nghĩa,1030527,10305
,,,Huyện Hòn Đất,81305,813,Phường Kênh Dương,1030529,10305
,,,Huyện Tân Hiệp,81307,813,Phường Quán Trữ,1030701,10307
,,,Huyện Châu Thành      ,81309,813,Phường Ngọc Sơn,1030703,10307
,,,Huyện Giồng Riềng,81311,813,Phường Đồng Hoà,1030705,10307
,,,Huyện Gò Quao,81313,813,Phường Bắc Sơn,1030707,10307
,,,Huyện An Biên,81315,813,Phường Nam Sơn,1030709,10307
,,,Huyện An Minh,81317,813,Phường Trần Thành Ngọ,1030711,10307
,,,Huyện Vĩnh Thuận,81319,813,Phường Văn Đẩu,1030713,10307
,,,Huyện Phú Quốc,81321,813,Phường Phù Liễn,1030715,10307
,,,Huyện Kiên Hải,81323,813,Phường Tràng Minh,1030717,10307
,,,Thành phố Hà Tiên,81325,813,Phường Lãm Hà,1030719,10307
,,,Huyện U Minh Thượng,81327,813,Phường Ngọc Hải,1030901,10309
,,,Quận Thốt Nốt,81503,815,Phường Ngọc Xuyên,1030903,10309
,,,Quận Ô Môn,81505,815,Phường Bàng La,1030905,10309
,,,Quận Ninh Kiều,81519,815,Phường Vạn Hương,1030907,10309
,,,Quận Bình Thuỷ,81521,815,Phường Vạn Sơn,1030909,10309
,,,Quận Cái Răng,81523,815,Phường Hợp Đức,1030911,10309
,,,Huyện Vĩnh Thạnh ,81525,815,Phường Minh Đức,1030913,10309
,,,Huyện Cờ Đỏ,81527,815,Phường Hải Sơn,1030915,10309
