gps,is_promoted,hash,title,brand,address,category,rating,description,img,img_big,no_image,phone,email,facebook,url,count_reviews,photos
"{""latitude"":10.90598011,""longitude"":106.7405777}",,2.33481E+15,"Trung tâm dạy nghề, ngoại ngữ - Trường cao đẳng kinh tế kỹ thuật Sài Gòn",,"3 trường Quân sự Quân đoàn 4, Tỉnh lộ 743, P. Bình Hòa, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20140729/2800-782f149cee56bb1a6fc6f2220f18c29d.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140729/2800-782f149cee56bb1a6fc6f2220f18c29d.jpg,,(84-121) 2 877 770; (84-650) 7 300 231,,,,0,[]
"{""latitude"":10.4055357,""longitude"":107.14870453}",,3.08939E+15,Trường mầm non Bình Dương,,"Quốc lộ 51B, P. 12, Thành phố Vũng Tàu, T. Bà Rịa - Vũng Tàu",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20140716/2558-2058f1585dde11f7a561556a9b58a4c2.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140716/2558-2058f1585dde11f7a561556a9b58a4c2.jpg,,,,,,0,[]
"{""latitude"":10.4067585977,""longitude"":106.12734312}",,2.27796E+15,Trung tâm Tân Thiếu Niên,,"Khu 4, Tân Hội, P. 4, Thị xã Cai Lậy, T. Tiền Giang",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-98) 3 507 017,,,,0,[]
"{""latitude"":10.90677071,""longitude"":106.74953461}",,3.28071E+15,"Dịch vụ dạy kèm toán, hóa, anh văn",,"54, Nghiệp Vụ Đường Sắt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic5.coccoc.com/80x80/poi/previews/20140729/2820-8f755e73c170224fd8f95477b3b66dba.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140729/2820-8f755e73c170224fd8f95477b3b66dba.jpg,,(84-90) 8 137 247,,,,0,[]
"{""latitude"":10.9056252778,""longitude"":106.755638611}",,7.06648E+13,Trung tâm thực hành kế toán chuyên nghiệp,,"9A/21, Đường số 3, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20120829/p1_13462059623703f0a351174db5134ffa73fdb89c29faa4.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20120829/p1_13462059623703f0a351174db5134ffa73fdb89c29faa4.jpg,,(84-97) 5 910 409; (84-90) 9 671 679,,,,0,[]
"{""latitude"":10.90664482,""longitude"":106.76381683}",,3.27857E+15,Trông giữ trẻ Cô Vân,,"88/11, Đường khu 5, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20140729/2815-0ae740abe2fdc8f7afc9071525936aa4.jpg,//poipic.coccoc.com/1000x750/poi/previews/20140729/2815-0ae740abe2fdc8f7afc9071525936aa4.jpg,,(84-97) 8 563 926,,,,0,[]
"{""latitude"":10.905796,""longitude"":106.765769}",,3.0593E+15,Trường tiểu học Lê Quý Đôn,,"Khu phố Thắng Lợi, Lý Thường Kiệt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,5,,//poipic2.coccoc.com/80x80/poi/previews/20140729/2815-7895481e07038c41a83cd2fbd2936311.jpg,//poipic.coccoc.com/1000x750/poi/previews/20140729/2815-7895481e07038c41a83cd2fbd2936311.jpg,,(84-650) 3 734 089,,,,2,[]
"{""latitude"":10.90700054,""longitude"":106.76752472}",,3.6108E+15,Trường mầm non Hoa Hồng 1,,"34, Lý Thường Kiệt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20140729/2825-cdd87d7ef208c0b5f42264a4daf05914.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20140729/2825-cdd87d7ef208c0b5f42264a4daf05914.jpg,,,,,,0,[]
"{""latitude"":10.90684032,""longitude"":106.7676239}",,4.07204E+15,Trường mầm non Hoa Hồng 1,,"25, Lý Thường Kiệt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20140729/2825-da530e2763e69cb5db18b8018ca2f226.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140729/2825-da530e2763e69cb5db18b8018ca2f226.jpg,,(84-650) 3 752 037,,,,0,[]
"{""latitude"":10.9069066667,""longitude"":106.767650833}",,3.39358E+15,Trường tiểu học Lý Thường Kiệt,,"Lý Thường Kiệt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20120828/p1_134611950624092b38e902faf4f8cb7cb80b49eee1834b.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20120828/p1_134611950624092b38e902faf4f8cb7cb80b49eee1834b.jpg,,(84-650) 3 752 433; (84-650) 3 734 572,,,,0,[]
"{""latitude"":10.9068605556,""longitude"":106.767695}",,1.50557E+15,Trung tâm giáo dục thường xuyên kỹ thuật hướng nghiệp thị xã Dĩ An,,"Lý Thường Kiệt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20120828/p1_134611950623681e79b28bc4b2da801d73e9f33e1d03d7.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20120828/p1_134611950623681e79b28bc4b2da801d73e9f33e1d03d7.jpg,,,,,,0,[]
"{""latitude"":10.9064766667,""longitude"":106.768154167}",,2.55354E+15,Phòng giáo dục & đào tạo thị xã Dĩ An,,"21, Lý Thường Kiệt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20120828/p1_13461195062324f5eda4eac86584db036d72a5a671b425.jpg,//poipic.coccoc.com/1000x750/poi/previews/20120828/p1_13461195062324f5eda4eac86584db036d72a5a671b425.jpg,,(84-650) 3 742 874,,,,0,[]
"{""latitude"":10.9057338889,""longitude"":106.7791025}",,4.05984E+15,Mầm non Thiên Thần,,"28/12/8C KP Đông Tác, P. Tân Đông Hiệp, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20120906/p1_13468978239342888c77b322d0583bf88c380f90175f79.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20120906/p1_13468978239342888c77b322d0583bf88c380f90175f79.jpg,,,,,,0,[]
"{""latitude"":10.906186,""longitude"":106.803071}",,2.48098E+15,Trường mầm non Hoa Sen My,,"P. Bình An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-650) 3 770 278,,,,0,[]
"{""latitude"":10.656824,""longitude"":106.587422}",,6.62036E+15,Trường tiểu học Tân Quý Tây 1,,"Ấp 2, Xã Tân Quý Tây, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":10.90841961,""longitude"":106.58333588}",,4.37274E+15,Lớp mẫu giáo Ngày Mới,,"170/6B, Huỳnh Thị Mài, Xã Tân Hiệp, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20180702/24599-60c36ce409768d40753efb52b0724a07.jpg,//poipic.coccoc.com/1000x750/poi/previews/20180702/24599-60c36ce409768d40753efb52b0724a07.jpg,,,,,,0,[]
"{""latitude"":10.90842819,""longitude"":106.58332062}",,1.07351E+16,Lớp dạy kèm tiếng Anh,,"Ngã ba Cây Dầu, Rỗng Bàng, Xã Tân Hiệp, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic2.coccoc.com/80x80/poi/previews/20141225/5045-18831294b133e33a3af21d9b7073a044.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20141225/5045-18831294b133e33a3af21d9b7073a044.jpg,,,,,,0,[]
"{""latitude"":10.657631,""longitude"":106.640395}",,3.65015E+16,Trường tiểu học Hưng Long,,"C1/30, Ấp 3, Xã Hưng Long, H. Bình Chánh, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-8) 37 691 076,c1hunglong.binhchanh.tphcm@moet.edu.vn,,http://thhunglong.hcm.edu.vn/,0,[]
"{""latitude"":10.90833473,""longitude"":106.62335968}",,1.0382E+16,Trường tiểu học Thới Thạnh - Phân hiệu II,,"363 ấp 1, Đông Thạnh 2-2, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic4.coccoc.com/80x80/poi/previews/20141225/5039-5c8883ecd628304ee0e84eccb5848498.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20141225/5039-5c8883ecd628304ee0e84eccb5848498.jpg,,(84-8) 37 110 644,,,,0,[]
"{""latitude"":10.90782166,""longitude"":106.64344025}",,3.51293E+15,Cơ sở dạy thêm Duy Minh,,"151, Lê Văn Khương nối dài, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20181017/26913-3c844d7a3a0850dc8d169ab6e0f7daab.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20181017/26913-3c844d7a3a0850dc8d169ab6e0f7daab.jpg,,,,,,0,[]
"{""latitude"":10.90731716,""longitude"":106.64173126}",,3.48296E+15,Lớp mẫu giáo Thảo Nguyên II,,"173A, Đặng Thúc Vịnh, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20181017/26913-d846eebc01f85485c2b83e9a5ee22f51.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20181017/26913-d846eebc01f85485c2b83e9a5ee22f51.jpg,,,,,,0,[]
"{""latitude"":10.90715408,""longitude"":106.64144897}",,1.62412E+15,Lớp mẫu giáo Thảo Nguyên,,"23, Đặng Thúc Vịnh, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20181017/26913-dcded8658e9a8061e7dc77e8a03f02d2.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20181017/26913-dcded8658e9a8061e7dc77e8a03f02d2.jpg,,,,,,0,[]
"{""latitude"":10.9077816,""longitude"":106.64356232}",,3.94684E+16,Lớp dạy kèm Cô Nga,,"Lê Văn Khương nối dài, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20181017/26913-4b5fb33c4ce73169935151596493069f.jpg,//poipic1.coccoc.com/1000x750/poi/previews/20181017/26913-4b5fb33c4ce73169935151596493069f.jpg,,,,,,0,[]
"{""latitude"":10.90782166,""longitude"":106.64344025}",,2.10421E+16,Lớp dạy đàn,,"151, Lê Văn Khương nối dài, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20181017/26913-3c844d7a3a0850dc8d169ab6e0f7daab.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20181017/26913-3c844d7a3a0850dc8d169ab6e0f7daab.jpg,,,,,,0,[]
"{""latitude"":10.90760326,""longitude"":106.64414215}",,8.65415E+14,Trung tâm tin học Nguyễn Đăng,,"140C, Lê Văn Khương, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20160620/11792-e08015a95c5c5c0e9c268791dc3345b4.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20160620/11792-e08015a95c5c5c0e9c268791dc3345b4.jpg,,,,,,0,[]
"{""latitude"":10.90735245,""longitude"":106.64403534}",,7.06699E+15,Anh ngữ Ánh Sao,,"143B, Lê Văn Khương, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20181017/26914-263498ae53df34c8f5f98d47d2ed0144.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20181017/26914-263498ae53df34c8f5f98d47d2ed0144.jpg,,(84-28) 37 112 567,,,,0,[]
"{""latitude"":10.90850067,""longitude"":106.64369965}",,9.06759E+15,Mầm non Phương Anh,,"31, Đặng Thúc Vịnh, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20160621/11799-83d49d905ada024635da3b5a1919525d.jpg,//poipic5.coccoc.com/1000x750/poi/previews/20160621/11799-83d49d905ada024635da3b5a1919525d.jpg,,(84-8) 37 115 803; (84-167) 9 553 278,,,,0,[]
"{""latitude"":10.90839195,""longitude"":106.65057373}",,3.81275E+15,Lớp mầm non tư thục Kim Yến,,"77, Bùi Công Trừng, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20140623/2019-605e0353fc8947dcfc58083c3a33334e.jpg,//poipic3.coccoc.com/1000x750/poi/previews/20140623/2019-605e0353fc8947dcfc58083c3a33334e.jpg,,(84-8) 35 065 418; (84-90) 3 071 898; (84-90) 4 979 398,,,,0,[]
"{""latitude"":10.90834236,""longitude"":106.64933014}",,2.60956E+15,Trường tiểu học Trần Văn Danh,,"3, Hương lộ 80B, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20140623/2018-f173970cd774dd37b245cea195e16074.jpg,//poipic.coccoc.com/1000x750/poi/previews/20140623/2018-f173970cd774dd37b245cea195e16074.jpg,,,,,,0,[]
"{""latitude"":10.908004,""longitude"":106.651069}",,2.85574E+16,Lớp luyện chữ đẹp Thanh Thủy,,"2/15, Bùi Công Trừng, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,(84-96) 2 799 281; (84-90) 2 688 990,,http://facebook.com/luyenchudepthanhthuy,,0,[]
"{""latitude"":10.90791512,""longitude"":106.66096497}",,1.68547E+15,Mầm non Bông Hồng,,"429, Bùi Công Trừng, Xã Đông Thạnh, H. Hóc Môn, Tp. Hồ Chí Minh",Giáo dục,0,,//poipic3.coccoc.com/80x80/poi/previews/20150616/6646-b2c3f0fc98732ab5bafb0431530f976e.jpg,//poipic.coccoc.com/1000x750/poi/previews/20150616/6646-b2c3f0fc98732ab5bafb0431530f976e.jpg,,,,,,0,[]
"{""latitude"":10.406274,""longitude"":106.463178}",,3.44629E+16,Trường tiểu học An Lục Long B,,"Xã An Lục Long, H. Châu Thành, T. Long An",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":10.90726757,""longitude"":106.7352829}",,6.03847E+14,Mầm non tư thục Anh Anh,,"72/1, Tỉnh lộ 743, P. Bình Hòa, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20140729/2800-26bbc16826617f2406cf5981e220e28d.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140729/2800-26bbc16826617f2406cf5981e220e28d.jpg,,(84-96) 6 294 295,,,,0,[]
"{""latitude"":10.90775776,""longitude"":106.7399826}",,2.5997E+15,Baby land,,"Bình Hòa 25, P. Bình Hòa, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic1.coccoc.com/80x80/poi/previews/20140728/2799-e19c32774065cc3070d2ae480380b150.jpg,//poipic6.coccoc.com/1000x750/poi/previews/20140728/2799-e19c32774065cc3070d2ae480380b150.jpg,,,,,,0,[]
"{""latitude"":10.9083788889,""longitude"":106.739433333}",,7.56492E+14,Trường mầm non Đức Linh,,"16/1/16, Tỉnh lộ 743, P. Bình Hòa, Thị xã Thuận An, T. Bình Dương",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20121101/p1_13517431922123417642f5471e8542771396d1659d78f5.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20121101/p1_13517431922123417642f5471e8542771396d1659d78f5.jpg,,(84-650) 3 765 260,,,,0,[]
"{""latitude"":10.408747,""longitude"":106.476206}",,1.837E+16,Trường tiểu học An Lục Long A,,"Ấp Cầu Đôi, Xã An Lục Long, H. Châu Thành, T. Long An",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/10.png,//poipic1.coccoc.com/1000x750/poi/previews/10.png,1,,,,,0,[]
"{""latitude"":10.9077352778,""longitude"":106.743415556}",,5.57165E+13,Mầm non tư thục Sao Việt,,"30/42, Đường N2, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20120830/p1_13462977023082393c473e2d45d07e6dcd0b87932225ca.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20120830/p1_13462977023082393c473e2d45d07e6dcd0b87932225ca.jpg,,(84-650) 6 507 669; (84-98) 9 091 375,,,,0,[]
"{""latitude"":10.90765381,""longitude"":106.74948883}",,3.30278E+15,Mầm non Bông Mai,,"7, Nghiệp Vụ Đường Sắt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic6.coccoc.com/80x80/poi/previews/20140729/2820-7ecdc5f0b828177b4f22070855480316.jpg,//poipic4.coccoc.com/1000x750/poi/previews/20140729/2820-7ecdc5f0b828177b4f22070855480316.jpg,,(84-98) 2 541 386,,,,0,[]
"{""latitude"":10.90812016,""longitude"":106.74935913}",,2.18047E+15,Trung tâm tin học và ngoại ngữ Hoa Sen Việt,,"14B/7, Lý Thường Kiệt, P. Dĩ An, Thị xã Dĩ An, T. Bình Dương",Giáo dục,0,,//poipic.coccoc.com/80x80/poi/previews/20140729/2823-ba657e46a1e82226ca72cd09f2d3b0ae.jpg,//poipic2.coccoc.com/1000x750/poi/previews/20140729/2823-ba657e46a1e82226ca72cd09f2d3b0ae.jpg,,,,,,0,[]
